Unnamed: 0,CL:0000945
GSM261316,-1
GSM261319,-1
GSM261318,-1
GSM381343,-1
GSM381342,-1
GSM381341,-1
GSM381340,-1
GSM381346,-1
GSM381345,-1
GSM381344,-1
GSM401081,-1
GSM401080,-1
GSM401083,-1
GSM401082,-1
GSM401085,-1
GSM401084,-1
GSM401087,-1
GSM401086,-1
GSM401089,-1
GSM401088,-1
GSM124850,0
GSM124851,0
GSM124853,0
GSM472081,-1
GSM472080,-1
GSM472087,-1
GSM472086,-1
GSM472085,-1
GSM472084,-1
GSM472088,-1
GSM387115,0
GSM387116,0
GSM387117,0
GSM387110,0
GSM156178,-1
GSM156179,-1
GSM156176,-1
GSM156177,-1
GSM156170,-1
GSM156171,-1
GSM277798,-1
GSM277799,-1
GSM277796,-1
GSM277797,-1
GSM277794,-1
GSM277795,-1
GSM277792,-1
GSM277793,-1
GSM277790,-1
GSM277791,-1
GSM388139,-1
GSM388138,-1
GSM432999,1
GSM432998,1
GSM388136,-1
GSM432995,1
GSM432994,1
GSM432997,1
GSM432996,1
GSM432991,1
GSM229909,-1
GSM432993,1
GSM432992,1
GSM125062,-1
GSM125063,-1
GSM125060,-1
GSM125061,-1
GSM125066,-1
GSM125067,-1
GSM125064,-1
GSM125065,-1
GSM125068,-1
GSM125069,-1
GSM400794,0
GSM483308,-1
GSM483309,-1
GSM483304,-1
GSM483305,-1
GSM483306,-1
GSM483307,-1
GSM483300,-1
GSM483301,-1
GSM447197,-1
GSM351424,-1
GSM351423,-1
GSM351422,-1
GSM351421,-1
GSM351420,-1
GSM445975,-1
GSM445974,-1
GSM445977,-1
GSM445976,-1
GSM445971,-1
GSM445970,-1
GSM445973,-1
GSM445972,-1
GSM445979,-1
GSM445978,-1
GSM447229,-1
GSM447228,-1
GSM447223,-1
GSM447222,-1
GSM447221,-1
GSM447220,-1
GSM447227,-1
GSM447226,-1
GSM447225,-1
GSM447224,-1
GSM730686,-1
GSM247700,-1
GSM247701,-1
GSM194458,-1
GSM194457,-1
GSM194456,-1
GSM194455,-1
GSM194454,-1
GSM194453,-1
GSM194452,-1
GSM290409,-1
GSM290408,-1
GSM290401,-1
GSM290400,-1
GSM290403,-1
GSM290402,-1
GSM290405,-1
GSM290404,-1
GSM290407,-1
GSM290406,-1
GSM292139,-1
GSM292138,-1
GSM292137,-1
GSM292136,-1
GSM259073,-1
GSM251686,-1
GSM726204,-1
GSM574060,-1
GSM280343,-1
GSM280342,-1
GSM280341,-1
GSM280340,-1
GSM280347,-1
GSM280346,-1
GSM280345,-1
GSM280344,-1
GSM280349,-1
GSM280348,-1
GSM281432,-1
GSM281433,-1
GSM281430,-1
GSM281431,-1
GSM281436,-1
GSM281437,-1
GSM281434,-1
GSM281435,-1
GSM281438,-1
GSM281439,-1
GSM158822,0
GSM158823,0
GSM158820,0
GSM158821,0
GSM158826,0
GSM158827,0
GSM158824,0
GSM158825,0
GSM97896,-1
GSM97897,-1
GSM97890,-1
GSM97891,-1
GSM158798,0
GSM158799,0
GSM158790,0
GSM158791,0
GSM158792,0
GSM158793,0
GSM158794,0
GSM158795,0
GSM158796,0
GSM158797,0
GSM624846,-1
GSM140953,-1
GSM624848,-1
GSM624849,-1
GSM60588,-1
GSM386248,0
GSM386247,0
GSM386246,0
GSM386242,0
GSM386240,0
GSM388425,-1
GSM388424,-1
GSM388427,-1
GSM388426,-1
GSM388429,-1
GSM388428,-1
GSM93941,-1
GSM726201,-1
GSM372567,-1
GSM387194,0
GSM387195,0
GSM387196,0
GSM387190,0
GSM387191,0
GSM387192,0
GSM387193,0
GSM387198,0
GSM387199,0
GSM466183,-1
GSM276209,-1
GSM466187,-1
GSM466186,-1
GSM466185,-1
GSM466184,-1
GSM646764,-1
GSM646763,-1
GSM646762,-1
GSM726203,-1
GSM407213,0
GSM187198,-1
GSM187199,-1
GSM187192,-1
GSM187193,-1
GSM187190,-1
GSM187191,-1
GSM187196,-1
GSM187197,-1
GSM187194,-1
GSM187195,-1
GSM400785,0
GSM400784,0
GSM400787,0
GSM400786,0
GSM400781,0
GSM400780,0
GSM400783,0
GSM400782,0
GSM400789,0
GSM400788,0
GSM272276,-1
GSM272277,-1
GSM272274,-1
GSM272275,-1
GSM272272,-1
GSM272273,-1
GSM272270,-1
GSM272271,-1
GSM272278,-1
GSM272279,-1
GSM446130,-1
GSM446131,-1
GSM446132,-1
GSM446133,-1
GSM446134,-1
GSM446135,-1
GSM446136,-1
GSM446137,-1
GSM446138,-1
GSM446139,-1
GSM342706,-1
GSM342705,-1
GSM342701,-1
GSM407209,0
GSM407208,0
GSM407201,0
GSM407200,0
GSM407203,0
GSM407202,0
GSM407205,0
GSM407204,0
GSM407207,0
GSM407206,0
GSM401128,-1
GSM401129,-1
GSM401122,-1
GSM401123,-1
GSM401120,-1
GSM401121,-1
GSM401126,-1
GSM401127,-1
GSM401124,-1
GSM401125,-1
GSM350347,-1
GSM350346,-1
GSM261100,-1
GSM261101,-1
GSM261102,-1
GSM261103,-1
GSM261104,-1
GSM261105,-1
GSM261106,-1
GSM261107,-1
GSM261108,-1
GSM261109,-1
GSM475718,-1
GSM109792,-1
GSM109793,-1
GSM109790,-1
GSM109791,-1
GSM109794,-1
GSM109795,-1
GSM674846,-1
GSM674845,-1
GSM674843,-1
GSM674842,-1
GSM674841,-1
GSM674840,-1
GSM388088,-1
GSM25854,-1
GSM25853,-1
GSM25852,-1
GSM25851,-1
GSM25850,-1
GSM648611,-1
GSM648610,-1
GSM648613,-1
GSM648612,-1
GSM648615,-1
GSM648614,-1
GSM648617,-1
GSM648616,-1
GSM648619,-1
GSM648618,-1
GSM306786,-1
GSM306787,-1
GSM306784,-1
GSM306785,-1
GSM306782,-1
GSM306783,-1
GSM306780,-1
GSM253678,-1
GSM253677,-1
GSM253676,-1
GSM253675,-1
GSM253674,-1
GSM300178,-1
GSM300173,-1
GSM300172,-1
GSM300171,-1
GSM300170,-1
GSM300177,-1
GSM300174,-1
GSM452153,-1
GSM452152,-1
GSM452151,-1
GSM280934,0
GSM280935,0
GSM280930,-1
GSM280931,-1
GSM280932,0
GSM280933,0
GSM452157,-1
GSM452156,-1
GSM261175,-1
GSM452155,-1
GSM381258,-1
GSM452154,-1
GSM261179,-1
GSM381254,-1
GSM297881,0
GSM575702,-1
GSM553484,0
GSM475723,-1
GSM612266,-1
GSM612263,-1
GSM612269,-1
GSM612268,-1
GSM452191,-1
GSM466994,-1
GSM466995,-1
GSM466996,-1
GSM466997,-1
GSM466992,-1
GSM466993,-1
GSM159054,0
GSM159055,0
GSM159056,0
GSM159057,0
GSM159050,0
GSM159051,0
GSM159052,0
GSM159053,0
GSM159058,0
GSM159059,0
GSM440235,-1
GSM440234,-1
GSM306198,-1
GSM249908,-1
GSM249909,-1
GSM249906,-1
GSM249907,-1
GSM249904,-1
GSM249905,-1
GSM249900,-1
GSM249901,-1
GSM538947,-1
GSM538946,-1
GSM538945,-1
GSM538944,-1
GSM538943,-1
GSM538942,-1
GSM538941,-1
GSM538940,-1
GSM276012,-1
GSM276013,-1
GSM276010,-1
GSM276011,-1
GSM276016,-1
GSM276017,-1
GSM276014,-1
GSM276015,-1
GSM276018,-1
GSM276019,-1
GSM306238,-1
GSM306239,-1
GSM306236,-1
GSM306237,-1
GSM306234,-1
GSM306235,-1
GSM306232,-1
GSM306233,-1
GSM306230,-1
GSM306231,-1
GSM190964,-1
GSM60590,-1
GSM60593,-1
GSM172428,-1
GSM172429,-1
GSM172426,-1
GSM172427,-1
GSM172424,-1
GSM172425,-1
GSM172422,-1
GSM172423,-1
GSM172420,-1
GSM172421,-1
GSM197197,-1
GSM197196,-1
GSM197195,-1
GSM197194,-1
GSM197193,-1
GSM197192,-1
GSM197191,-1
GSM197190,-1
GSM197199,-1
GSM197198,-1
GSM306183,-1
GSM60594,-1
GSM194080,-1
GSM194081,-1
GSM194082,-1
GSM194083,-1
GSM194084,-1
GSM194085,-1
GSM194086,-1
GSM194087,-1
GSM194088,-1
GSM194089,-1
GSM60597,0
GSM318091,-1
GSM318090,-1
GSM318093,-1
GSM318092,-1
GSM318095,-1
GSM318097,-1
GSM318096,-1
GSM318099,-1
GSM318098,-1
GSM475699,-1
GSM475693,-1
GSM475690,-1
GSM475697,-1
GSM475695,-1
GSM426509,-1
GSM426508,-1
GSM426507,-1
GSM426506,-1
GSM281041,-1
GSM281040,-1
GSM468354,-1
GSM468355,-1
GSM468356,-1
GSM468357,-1
GSM468350,-1
GSM468351,-1
GSM468352,-1
GSM468353,-1
GSM468358,-1
GSM468359,-1
GSM201281,-1
GSM201280,-1
GSM201283,-1
GSM201282,-1
GSM201285,-1
GSM201284,-1
GSM201287,-1
GSM201286,-1
GSM201289,-1
GSM201288,-1
GSM371759,-1
GSM371758,-1
GSM491268,-1
GSM280871,-1
GSM280870,-1
GSM280875,-1
GSM280874,-1
GSM280877,0
GSM280876,0
GSM280879,0
GSM280878,0
GSM410771,-1
GSM388076,-1
GSM388077,-1
GSM410770,-1
GSM388078,-1
GSM388079,-1
GSM281837,-1
GSM449203,-1
GSM281838,-1
GSM281839,-1
GSM418128,-1
GSM418129,-1
GSM418126,-1
GSM418127,-1
GSM534462,-1
GSM422299,-1
GSM422298,-1
GSM662655,-1
GSM662654,-1
GSM662657,-1
GSM662651,-1
GSM662650,-1
GSM494607,-1
GSM494606,-1
GSM337500,-1
GSM337501,-1
GSM337502,-1
GSM337503,-1
GSM337504,-1
GSM337505,-1
GSM337506,-1
GSM337507,-1
GSM337508,-1
GSM337509,-1
GSM523868,-1
GSM523869,-1
GSM523860,-1
GSM523861,-1
GSM523862,-1
GSM523863,-1
GSM523864,-1
GSM523865,-1
GSM523866,-1
GSM523867,-1
GSM361358,0
GSM361359,0
GSM361352,0
GSM361353,0
GSM361350,0
GSM361351,0
GSM361356,0
GSM361357,0
GSM361354,0
GSM361355,0
GSM491239,-1
GSM491238,-1
GSM491233,-1
GSM491232,-1
GSM491231,-1
GSM491230,-1
GSM491237,-1
GSM491236,-1
GSM491235,-1
GSM491234,-1
GSM494049,1
GSM494043,1
GSM494042,1
GSM494041,1
GSM494040,1
GSM494047,1
GSM494046,1
GSM494045,1
GSM494044,1
GSM231679,-1
GSM231678,-1
GSM231677,-1
GSM231676,-1
GSM231675,-1
GSM231674,-1
GSM231673,-1
GSM231672,-1
GSM231671,-1
GSM231670,-1
GSM159151,0
GSM159150,0
GSM159153,0
GSM159152,0
GSM159155,0
GSM159154,0
GSM159157,0
GSM159156,0
GSM159159,0
GSM159158,0
GSM262138,-1
GSM262139,-1
GSM262130,-1
GSM262131,-1
GSM262132,-1
GSM262133,-1
GSM262134,-1
GSM262135,-1
GSM262136,-1
GSM262137,-1
GSM287319,-1
GSM287318,-1
GSM287310,-1
GSM287312,-1
GSM287315,-1
GSM729051,-1
GSM729050,-1
GSM402059,-1
GSM402058,-1
GSM387200,0
GSM387202,0
GSM387203,0
GSM387204,0
GSM387205,0
GSM387206,0
GSM387207,0
GSM387208,0
GSM387209,0
GSM431138,-1
GSM431139,-1
GSM431136,-1
GSM431137,-1
GSM431132,-1
GSM431133,-1
GSM431130,-1
GSM431131,-1
GSM483384,-1
GSM483385,-1
GSM483386,-1
GSM483387,-1
GSM483380,-1
GSM483381,-1
GSM483382,-1
GSM483383,-1
GSM483388,-1
GSM483482,-1
GSM310429,-1
GSM239440,-1
GSM239441,-1
GSM239442,-1
GSM239443,-1
GSM239444,-1
GSM239445,-1
GSM531609,0
GSM531608,0
GSM531606,0
GSM449184,-1
GSM449185,-1
GSM449186,-1
GSM449187,-1
GSM449180,-1
GSM449181,-1
GSM449182,-1
GSM449183,-1
GSM449188,-1
GSM449189,-1
GSM368506,-1
GSM97816,-1
GSM97817,-1
GSM97814,-1
GSM97815,-1
GSM97812,-1
GSM97813,-1
GSM97810,-1
GSM97811,-1
GSM97818,-1
GSM97819,-1
GSM201850,-1
GSM201851,-1
GSM201852,-1
GSM201853,-1
GSM201854,-1
GSM201855,-1
GSM201856,-1
GSM201857,-1
GSM262107,-1
GSM262106,-1
GSM359522,-1
GSM359523,-1
GSM359521,-1
GSM359526,-1
GSM359527,-1
GSM359524,-1
GSM359525,-1
GSM359528,-1
GSM359529,-1
GSM429399,-1
GSM429398,-1
GSM429393,-1
GSM429392,-1
GSM429391,-1
GSM429390,-1
GSM429397,-1
GSM429396,-1
GSM429395,-1
GSM429394,-1
GSM477790,-1
GSM477791,-1
GSM477792,-1
GSM477793,-1
GSM477794,-1
GSM477795,-1
GSM477796,-1
GSM477797,-1
GSM477798,-1
GSM477799,-1
GSM674000,-1
GSM494209,1
GSM494208,1
GSM494205,1
GSM494204,1
GSM494207,1
GSM494206,1
GSM494201,1
GSM494200,1
GSM494202,1
GSM275991,-1
GSM251928,0
GSM461024,-1
GSM461027,0
GSM461021,-1
GSM461020,-1
GSM461023,0
GSM461022,0
GSM461029,0
GSM461028,0
GSM490147,-1
GSM462644,-1
GSM462645,-1
GSM462646,-1
GSM462647,-1
GSM462643,-1
GSM462648,-1
GSM462649,-1
GSM317737,-1
GSM317736,-1
GSM336579,-1
GSM336573,-1
GSM336576,-1
GSM336577,-1
GSM336574,-1
GSM336575,-1
GSM132778,-1
GSM132779,-1
GSM132772,-1
GSM132773,-1
GSM132770,-1
GSM132771,-1
GSM132776,-1
GSM132777,-1
GSM132774,-1
GSM132775,-1
GSM143900,-1
GSM143907,-1
GSM273012,-1
GSM525325,0
GSM525324,0
GSM525327,0
GSM525326,0
GSM525321,0
GSM525320,0
GSM525323,0
GSM525322,0
GSM525329,0
GSM525328,0
GSM400709,0
GSM400708,0
GSM400705,0
GSM400704,0
GSM400707,0
GSM400706,0
GSM400701,0
GSM400700,0
GSM400703,0
GSM400702,0
GSM407281,0
GSM407280,0
GSM407283,0
GSM407282,0
GSM407285,0
GSM407284,0
GSM407287,0
GSM407286,0
GSM407289,0
GSM407288,0
GSM261188,-1
GSM261189,-1
GSM261180,-1
GSM261181,-1
GSM261182,-1
GSM261183,-1
GSM261184,-1
GSM261185,-1
GSM261186,-1
GSM261187,-1
GSM381228,-1
GSM381229,-1
GSM381224,-1
GSM381225,-1
GSM381226,-1
GSM381227,-1
GSM381220,-1
GSM381221,-1
GSM381222,-1
GSM381223,-1
GSM472166,-1
GSM472167,-1
GSM472161,-1
GSM472162,-1
GSM472163,-1
GSM472168,-1
GSM472169,-1
GSM372247,-1
GSM372248,-1
GSM372249,-1
GSM516683,-1
GSM433019,1
GSM433018,1
GSM433017,1
GSM433016,1
GSM433015,1
GSM433014,1
GSM433013,1
GSM433012,1
GSM433011,1
GSM433010,1
GSM125013,-1
GSM125012,-1
GSM125019,-1
GSM263038,-1
GSM125018,-1
GSM263032,-1
GSM263033,-1
GSM263030,-1
GSM263031,-1
GSM263036,-1
GSM263037,-1
GSM263034,-1
GSM263035,-1
GSM465960,-1
GSM465961,-1
GSM300289,-1
GSM300280,-1
GSM300285,-1
GSM300286,-1
GSM538961,-1
GSM538960,-1
GSM538963,-1
GSM538962,-1
GSM538965,-1
GSM538964,-1
GSM538967,-1
GSM538966,-1
GSM97844,-1
GSM306893,-1
GSM449221,-1
GSM449220,-1
GSM449223,-1
GSM449222,-1
GSM449225,-1
GSM449224,-1
GSM449227,-1
GSM449226,-1
GSM449229,-1
GSM449228,-1
GSM569479,-1
GSM569478,-1
GSM569471,-1
GSM569473,-1
GSM569472,-1
GSM569475,-1
GSM569474,-1
GSM569477,-1
GSM569476,-1
GSM572660,-1
GSM572661,-1
GSM572662,-1
GSM559594,-1
GSM280224,-1
GSM531628,0
GSM280220,-1
GSM280223,-1
GSM531621,0
GSM531620,0
GSM531623,0
GSM531622,0
GSM531625,0
GSM531624,0
GSM531627,0
GSM531626,0
GSM559598,-1
GSM624932,-1
GSM624933,-1
GSM624930,-1
GSM624931,-1
GSM624936,-1
GSM624937,-1
GSM624934,-1
GSM624935,-1
GSM624938,-1
GSM624939,-1
GSM508889,-1
GSM508888,-1
GSM508883,-1
GSM508885,-1
GSM508884,-1
GSM508887,-1
GSM508886,-1
GSM726219,-1
GSM465241,-1
GSM465240,-1
GSM465243,-1
GSM465242,-1
GSM516709,-1
GSM516708,-1
GSM516700,-1
GSM516704,-1
GSM516707,-1
GSM516706,-1
GSM251114,-1
GSM251111,-1
GSM95519,-1
GSM95518,-1
GSM95513,-1
GSM95512,-1
GSM95515,-1
GSM95514,-1
GSM95517,-1
GSM95516,-1
GSM550879,-1
GSM550878,-1
GSM550871,-1
GSM550870,-1
GSM550873,-1
GSM550872,-1
GSM550875,-1
GSM550874,-1
GSM550877,-1
GSM550876,-1
GSM446075,-1
GSM446074,-1
GSM446077,-1
GSM446076,-1
GSM446071,-1
GSM446070,-1
GSM446073,-1
GSM446072,-1
GSM446079,-1
GSM446078,-1
GSM662769,-1
GSM662768,-1
GSM662761,-1
GSM662760,-1
GSM662763,-1
GSM662762,-1
GSM662765,-1
GSM662764,-1
GSM662767,-1
GSM662766,-1
GSM249775,-1
GSM249774,-1
GSM249777,-1
GSM249776,-1
GSM249770,-1
GSM249773,-1
GSM249779,-1
GSM249778,-1
GSM260684,-1
GSM260685,-1
GSM260686,-1
GSM260680,-1
GSM260681,-1
GSM260682,-1
GSM260683,-1
GSM447674,1
GSM447675,1
GSM447676,1
GSM447677,1
GSM447670,1
GSM447671,1
GSM447672,1
GSM447673,1
GSM447678,1
GSM447679,1
GSM352862,0
GSM352863,0
GSM352860,0
GSM352861,0
GSM352866,-1
GSM352867,-1
GSM352864,0
GSM352865,-1
GSM352868,-1
GSM352869,-1
GSM261225,-1
GSM261224,-1
GSM261227,-1
GSM261226,-1
GSM261221,-1
GSM261220,-1
GSM261223,-1
GSM261222,-1
GSM261229,-1
GSM261228,-1
GSM351343,-1
GSM578953,-1
GSM646795,-1
GSM646792,-1
GSM646793,-1
GSM646790,-1
GSM646791,-1
GSM85518,-1
GSM85519,-1
GSM85510,-1
GSM85512,-1
GSM85513,-1
GSM85514,-1
GSM85515,-1
GSM85516,-1
GSM559047,-1
GSM559046,-1
GSM559045,-1
GSM559044,-1
GSM559043,-1
GSM559042,-1
GSM559049,-1
GSM559048,-1
GSM97848,-1
GSM306895,-1
GSM575641,-1
GSM575640,-1
GSM320607,-1
GSM320606,-1
GSM320605,-1
GSM320604,-1
GSM320603,-1
GSM320602,-1
GSM320601,-1
GSM320600,-1
GSM272135,-1
GSM272134,-1
GSM272137,-1
GSM272136,-1
GSM272133,-1
GSM320608,-1
GSM575649,-1
GSM578958,-1
GSM578959,-1
GSM483345,-1
GSM287393,-1
GSM287395,-1
GSM287394,-1
GSM287397,-1
GSM287396,-1
GSM287399,-1
GSM287398,-1
GSM494599,-1
GSM494591,-1
GSM494590,-1
GSM494593,-1
GSM494592,-1
GSM494595,-1
GSM494597,-1
GSM494596,-1
GSM388602,-1
GSM95496,-1
GSM95497,-1
GSM95490,-1
GSM95491,-1
GSM95492,-1
GSM95493,-1
GSM494629,-1
GSM494628,-1
GSM494627,-1
GSM494625,-1
GSM494624,-1
GSM494623,-1
GSM494622,-1
GSM494621,-1
GSM261294,-1
GSM261295,-1
GSM261296,-1
GSM261297,-1
GSM261290,-1
GSM261291,-1
GSM261292,-1
GSM261293,-1
GSM387288,0
GSM387289,0
GSM387280,0
GSM387281,0
GSM387282,0
GSM387283,0
GSM387284,0
GSM387285,0
GSM387286,0
GSM387287,0
GSM529753,-1
GSM529754,-1
GSM529755,-1
GSM529756,-1
GSM483472,-1
GSM483473,-1
GSM483470,-1
GSM483471,-1
GSM483476,-1
GSM483477,-1
GSM483474,-1
GSM483475,-1
GSM483478,-1
GSM483479,-1
GSM721020,-1
GSM721021,-1
GSM249782,-1
GSM447731,1
GSM447730,1
GSM447733,1
GSM447732,1
GSM447735,1
GSM447734,1
GSM447737,1
GSM447736,1
GSM447739,1
GSM447738,1
GSM213466,-1
GSM213464,-1
GSM213465,-1
GSM342632,-1
GSM342630,-1
GSM342631,-1
GSM342636,-1
GSM342637,-1
GSM726249,-1
GSM726248,-1
GSM342638,-1
GSM368589,-1
GSM368580,-1
GSM368582,-1
GSM368584,-1
GSM368586,-1
GSM726175,-1
GSM404954,-1
GSM404950,-1
GSM404951,-1
GSM404952,-1
GSM404953,-1
GSM472050,-1
GSM472051,-1
GSM472053,-1
GSM472054,-1
GSM472055,-1
GSM472057,-1
GSM472058,-1
GSM400689,0
GSM528865,-1
GSM469548,-1
GSM528864,-1
GSM469549,-1
GSM528867,-1
GSM124575,0
GSM298962,-1
GSM298961,-1
GSM298967,-1
GSM298964,-1
GSM281259,-1
GSM217778,-1
GSM217779,-1
GSM217776,-1
GSM217777,-1
GSM543330,-1
GSM543331,-1
GSM276027,-1
GSM273014,-1
GSM647568,-1
GSM647569,-1
GSM647562,-1
GSM647563,-1
GSM647560,-1
GSM647566,-1
GSM407302,0
GSM647564,-1
GSM647565,-1
